186412
31
80967140600
178964452300
0 1 1 3997 7613 22  (D 0,1,1) (S 83,86,548) (S 776,496,497) (S 920,501,535) (S 928,535,537) (S 924,537,535) (S 925,536,535) (S 923,535,537) (S 922,536,535) (S 921,535,536) (S 792,535,501) (S 1181,630,629) (S 1179,629,630) (S 1025,567,568) (S 1013,563,502) (S 1072,562,584) (S 795,502,562) (S 1201,640,555) (S 1215,646,645) (S 1214,646,645) (S 1454,731,732) (D 0,1,1)
0 1 2 3985 6338 20  (D 0,1,1) (S 127,112,550) (S 128,550,112) (S 966,112,550) (S 965,550,112) (S 777,497,501) (S 1009,562,502) (S 793,502,501) (S 1004,566,560) (S 791,501,535) (S 927,537,535) (S 926,535,536) (S 919,535,501) (S 1182,629,630) (S 1180,630,629) (S 1028,567,568) (S 1015,563,564) (S 988,640,555) (S 1265,660,659) (D 0,1,1)
0 1 3 2449 3300 19  (D 0,1,1) (S 351,355,38) (S 624,38,441) (S 54,441,38) (S 51,38,423) (S 573,423,44) (S 69,44,423) (S 52,423,38) (S 352,38,355) (S 1145,614,613) (S 86,553,86) (S 961,548,549) (S 967,550,583) (S 259,304,556) (S 1205,642,641) (S 984,555,554) (S 986,554,555) (S 987,555,640) (D 0,1,1)
0 1 4 3993 5368 19  (D 0,1,1) (S 960,86,548) (S 959,548,86) (S 787,501,497) (S 1011,562,584) (S 797,502,563) (S 1026,568,567) (S 1016,564,563) (S 794,501,502) (S 1006,115,561) (S 1007,561,560) (S 1001,560,561) (S 134,561,115) (S 1023,566,560) (S 769,496,94) (S 1092,94,592) (S 100,592,94) (S 1150,617,616) (D 0,1,1)
0 1 5 3907 5273 20  (D 0,1,1) (S 63,41,415) (S 547,415,376) (S 548,376,415) (S 616,16,437) (S 22,437,16) (S 21,16,437) (S 62,412,40) (S 568,360,421) (S 372,421,360) (S 373,360,422) (S 507,401,409) (S 508,409,401) (S 609,434,433) (S 607,433,434) (S 514,433,402) (S 233,287,275) (S 234,275,287) (S 558,287,418) (D 0,1,1)
0 1 6 3994 6137 23  (D 0,1,1) (S 220,396,273) (S 1196,638,637) (S 830,509,508) (S 591,429,396) (S 827,508,431) (S 599,431,429) (S 1191,635,634) (S 602,508,431) (S 596,431,429) (S 1190,635,634) (S 689,468,470) (S 690,470,468) (S 694,468,470) (S 693,470,468) (S 692,468,469) (S 691,469,468) (S 1200,470,639) (S 76,272,51) (S 517,404,403) (S 45,35,401) (S 894,527,526) (D 0,1,1)
0 1 7 3994 6687 28  (D 0,1,1) (S 222,287,275) (S 221,275,287) (S 492,273,396) (S 1198,637,638) (S 832,508,509) (S 494,429,396) (S 700,471,472) (S 698,472,471) (S 696,639,470) (S 600,429,431) (S 1192,634,635) (S 687,468,469) (S 688,469,468) (S 1199,639,470) (S 595,429,431) (S 1189,634,635) (S 601,431,508) (S 588,429,428) (S 461,386,387) (S 426,376,375) (S 1203,641,642) (S 328,382,348) (S 448,348,382) (S 1130,573,606) (S 1129,606,573) (S 1047,573,606) (D 0,1,1)
0 1 8 3988 4990 21  (D 0,1,1) (S 493,396,429) (S 699,472,471) (S 697,471,472) (S 695,470,639) (S 584,428,427) (S 583,427,428) (S 594,428,429) (S 585,428,427) (S 586,427,428) (S 598,428,430) (S 597,430,428) (S 702,425,473) (S 582,425,426) (S 580,473,425) (S 579,425,473) (S 578,426,425) (S 587,428,429) (S 218,51,272) (S 463,387,386) (D 0,1,1)
0 1 9 3992 5634 25  (D 0,1,1) (S 2,339,4) (S 460,287,386) (S 765,494,517) (S 766,517,494) (S 862,494,517) (S 861,517,494) (S 768,494,495) (S 767,495,494) (S 872,539,519) (S 871,519,539) (S 867,519,518) (S 868,518,519) (S 866,519,518) (S 865,518,519) (S 863,517,544) (S 932,519,539) (S 931,539,519) (S 874,519,520) (S 873,520,519) (S 1066,539,581) (S 3,4,451) (S 464,386,387) (S 280,336,337) (D 0,1,1)
0 1 10 3999 7131 22  (D 0,1,1) (S 47,35,402) (S 563,420,43) (S 943,541,571) (S 1111,599,529) (S 908,529,530) (S 1188,150,633) (S 838,529,511) (S 837,511,529) (S 909,530,531) (S 910,531,530) (S 1162,626,620) (S 1159,620,621) (S 1160,621,620) (S 1173,626,620) (S 1161,620,626) (S 904,530,529) (S 1178,627,628) (S 1176,628,627) (S 146,636,147) (S 143,146,632) (D 0,1,1)
