2631
18
286413600
320618900
0 1 1 69 126 11  (D 0,1,1) (S 1,2,3) (S 29,9,16) (S 61,16,17) (S 62,17,25) (S 63,25,17) (S 58,17,16) (S 53,16,15) (S 28,15,9) (S 51,9,15) (D 0,1,1)
0 1 2 67 141 11  (D 0,1,1) (S 7,4,3) (S 5,3,4) (S 6,4,3) (S 2,3,2) (S 4,2,3) (S 3,3,2) (S 19,7,6) (S 18,6,13) (S 39,13,12) (D 0,1,1)
0 1 3 71 155 12  (D 0,1,1) (S 8,3,4) (S 9,4,10) (S 27,9,15) (S 56,15,16) (S 57,16,17) (S 60,17,16) (S 54,16,9) (S 25,9,10) (S 30,10,9) (S 22,8,9) (D 0,1,1)
0 1 4 68 130 13  (D 0,1,1) (S 20,7,13) (S 68,11,19) (S 65,19,18) (S 70,18,19) (S 67,19,11) (S 34,11,19) (S 35,19,11) (S 33,11,5) (S 13,5,18) (S 64,18,19) (S 69,19,18) (D 0,1,1)
0 1 5 40 111 9  (D 0,1,1) (S 31,9,10) (S 32,10,17) (S 89,17,25) (S 86,25,24) (S 84,24,23) (S 83,23,31) (S 120,31,32) (D 0,1,1)
0 1 6 74 161 12  (D 0,1,1) (S 42,13,21) (S 99,21,27) (S 138,27,36) (S 107,36,27) (S 78,27,21) (S 43,21,13) (S 36,12,11) (S 130,26,34) (S 129,34,26) (S 95,26,30) (D 0,1,1)
0 1 7 70 131 12  (D 0,1,1) (S 48,14,22) (S 49,22,14) (S 24,14,8) (S 23,8,14) (S 40,13,14) (S 41,14,13) (S 47,13,14) (S 44,14,8) (S 45,8,14) (S 46,14,13) (D 0,1,1)
0 1 8 73 170 15  (D 0,1,1) (S 74,13,21) (S 96,26,34) (S 97,34,26) (S 94,26,18) (S 66,18,29) (S 132,34,40) (S 152,40,34) (S 153,34,40) (S 169,47,46) (S 168,46,47) (S 133,40,34) (S 131,34,30) (S 115,30,34) (D 0,1,1)
0 1 9 71 174 15  (D 0,1,1) (S 75,21,20) (S 76,20,21) (S 77,21,27) (S 135,27,35) (S 136,35,41) (S 155,41,49) (S 171,49,48) (S 170,48,41) (S 172,49,50) (S 166,50,44) (S 164,44,42) (S 157,42,41) (S 154,41,48) (D 0,1,1)
0 1 10 73 164 12  (D 0,1,1) (S 80,14,22) (S 79,22,14) (S 38,13,6) (S 15,6,5) (S 10,5,6) (S 11,6,5) (S 12,5,11) (S 16,5,6) (S 14,6,1) (S 17,6,7) (D 0,1,1)
0 1 11 73 160 14  (D 0,1,1) (S 82,23,24) (S 85,24,25) (S 92,25,28) (S 108,28,25) (S 90,25,24) (S 87,24,32) (S 121,32,37) (S 122,37,32) (S 123,32,38) (S 148,38,45) (S 167,45,43) (S 144,37,43) (D 0,1,1)
0 1 12 59 144 12  (D 0,1,1) (S 91,24,25) (S 109,25,28) (S 110,28,38) (S 146,38,43) (S 147,43,38) (S 160,38,43) (S 159,43,38) (S 163,43,50) (S 176,50,45) (S 162,43,45) (D 0,1,1)
0 1 13 75 169 10  (D 0,1,1) (S 104,27,35) (S 134,35,27) (S 102,27,31) (S 103,31,27) (S 106,27,36) (S 105,35,27) (S 100,27,30) (S 101,30,27) (D 0,1,1)
0 1 14 72 147 12  (D 0,1,1) (S 118,31,27) (S 114,27,30) (S 113,30,27) (S 119,27,31) (S 116,31,22) (S 81,22,31) (S 117,31,23) (S 52,15,16) (S 55,16,15) (S 50,15,9) (D 0,1,1)
0 1 15 55 122 10  (D 0,1,1) (S 140,37,32) (S 141,32,37) (S 137,36,27) (S 98,27,21) (S 72,21,20) (S 71,20,21) (S 73,21,13) (S 37,12,13) (D 0,1,1)
0 1 16 44 131 11  (D 0,1,1) (S 142,37,36) (S 175,44,50) (S 174,50,44) (S 165,44,50) (S 173,50,43) (S 161,43,42) (S 156,42,36) (S 139,36,42) (S 158,42,44) (D 0,1,1)
0 1 17 46 119 9  (D 0,1,1) (S 143,37,38) (S 145,38,28) (S 93,28,25) (S 88,25,17) (S 59,17,10) (S 26,10,9) (S 21,8,7) (D 0,1,1)
0 1 18 75 176 12  (D 0,1,1) (S 150,40,33) (S 126,33,39) (S 149,39,29) (S 111,29,33) (S 112,33,29) (S 125,29,33) (S 124,33,29) (S 127,33,40) (S 128,40,33) (S 151,33,40) (D 0,1,1)
