805
10
5646400
10387700
0 1 1 21 69 7  (D 0,1,1) (S 1,1,15) (S 29,15,17) (S 31,16,17) (S 3,1,19) (S 4,1,24) (D 0,1,1)
0 1 2 26 80 7  (D 0,1,1) (S 5,1,27) (S 7,3,6) (S 15,6,9) (S 10,5,4) (S 11,4,19) (D 0,1,1)
0 1 3 27 99 8  (D 0,1,1) (S 8,3,8) (S 16,8,9) (S 12,5,4) (S 6,2,1) (S 21,12,13) (S 22,13,14) (D 0,1,1)
0 1 4 23 63 6  (D 0,1,1) (S 20,13,12) (S 13,4,5) (S 9,4,5) (S 14,5,9) (D 0,1,1)
0 1 5 27 74 6  (D 0,1,1) (S 24,14,18) (S 39,21,23) (S 42,23,24) (S 17,8,24) (D 0,1,1)
0 1 6 26 93 8  (D 0,1,1) (S 27,15,1) (S 23,13,15) (S 2,15,1) (S 28,1,15) (S 18,12,13) (S 19,13,12) (D 0,1,1)
0 1 7 22 79 7  (D 0,1,1) (S 30,15,20) (S 34,20,14) (S 25,14,20) (S 26,20,14) (S 35,14,20) (D 0,1,1)
0 1 8 27 71 5  (D 0,1,1) (S 32,18,21) (S 33,21,18) (S 37,18,21) (D 0,1,1)
0 1 9 23 85 8  (D 0,1,1) (S 36,21,18) (S 38,21,22) (S 43,23,26) (S 51,26,27) (S 49,26,25) (S 50,25,26) (D 0,1,1)
0 1 10 27 92 9  (D 0,1,1) (S 44,24,27) (S 48,26,25) (S 45,25,22) (S 40,22,25) (S 41,25,22) (S 46,22,25) (S 47,25,26) (D 0,1,1)
