21733
26
769085100
1900346600
0 1 1 145 875 7  (D 0,1,1) (S 156,105,104) (S 2,75,75) (S 23,47,47) (S 48,43,44) (S 170,119,117) (D 0,1,1)
0 1 2 147 1204 8  (D 0,1,1) (S 5,33,33) (S 28,8,9) (S 103,9,8) (S 102,8,6) (S 31,12,13) (S 106,13,12) (D 0,1,1)
0 1 3 143 660 5  (D 0,1,1) (S 84,107,108) (S 85,108,109) (S 157,106,105) (D 0,1,1)
0 1 4 149 511 8  (D 0,1,1) (S 90,112,113) (S 96,114,118) (S 171,118,114) (S 166,114,113) (S 165,113,112) (S 164,112,107) (D 0,1,1)
0 1 5 136 575 5  (D 0,1,1) (S 160,109,108) (S 159,108,107) (S 86,107,110) (D 0,1,1)
0 1 6 150 1270 10  (D 0,1,1) (S 131,56,55) (S 9,21,21) (S 34,20,24) (S 109,24,20) (S 33,20,22) (S 108,22,20) (S 138,69,67) (S 82,105,106) (D 0,1,1)
0 1 7 147 1079 7  (D 0,1,1) (S 128,49,48) (S 116,33,11) (S 100,11,27) (S 175,27,11) (S 52,33,139) (D 0,1,1)
0 1 8 142 743 7  (D 0,1,1) (S 20,129,129) (S 98,126,130) (S 173,130,126) (S 172,126,124) (S 97,124,126) (D 0,1,1)
0 1 9 144 1165 8  (D 0,1,1) (S 29,8,11) (S 30,11,12) (S 32,13,14) (S 107,14,13) (S 17,48,48) (S 80,102,104) (D 0,1,1)
0 1 10 145 1122 8  (D 0,1,1) (S 125,45,34) (S 42,34,139) (S 127,139,33) (S 24,7,7) (S 3,5,5) (S 53,48,49) (D 0,1,1)
0 1 11 140 677 8  (D 0,1,1) (S 61,66,67) (S 136,67,66) (S 62,67,68) (S 137,68,67) (S 6,67,67) (S 64,69,71) (D 0,1,1)
0 1 12 105 655 7  (D 0,1,1) (S 155,104,102) (S 135,66,62) (S 60,62,66) (S 139,71,69) (S 63,67,69) (D 0,1,1)
0 1 13 145 1253 8  (D 0,1,1) (S 105,12,11) (S 104,11,8) (S 101,6,5) (S 26,5,6) (S 27,6,8) (S 21,9,9) (D 0,1,1)
0 1 14 150 1097 10  (D 0,1,1) (S 39,28,30) (S 12,30,30) (S 40,30,32) (S 115,32,30) (S 114,30,28) (S 38,28,29) (S 117,139,34) (S 50,34,45) (D 0,1,1)
0 1 15 71 566 9  (D 0,1,1) (S 13,95,95) (S 77,95,96) (S 152,96,95) (S 78,96,97) (S 153,97,96) (S 154,98,97) (S 79,97,98) (D 0,1,1)
0 1 16 87 515 9  (D 0,1,1) (S 59,64,65) (S 134,65,64) (S 133,64,63) (S 132,63,62) (S 14,62,62) (S 57,62,63) (S 81,104,105) (D 0,1,1)
0 1 17 149 760 9  (D 0,1,1) (S 88,110,112) (S 91,113,114) (S 10,122,122) (S 18,133,133) (S 4,135,135) (S 8,130,130) (S 19,116,116) (D 0,1,1)
0 1 18 133 868 8  (D 0,1,1) (S 65,71,72) (S 67,44,73) (S 142,73,44) (S 124,45,44) (S 49,44,45) (S 22,60,60) (D 0,1,1)
0 1 19 147 1018 11  (D 0,1,1) (S 43,36,37) (S 118,37,36) (S 44,36,38) (S 45,38,39) (S 46,39,40) (S 121,40,39) (S 120,39,38) (S 119,38,36) (S 140,72,71) (D 0,1,1)
0 1 20 142 633 10  (D 0,1,1) (S 151,87,86) (S 7,86,86) (S 75,85,86) (S 150,86,85) (S 149,85,84) (S 148,84,82) (S 11,83,83) (S 16,92,92) (D 0,1,1)
0 1 21 148 633 10  (D 0,1,1) (S 169,117,2) (S 94,2,117) (S 168,117,116) (S 167,116,1) (S 92,1,116) (S 93,116,117) (S 95,117,119) (S 25,119,119) (D 0,1,1)
0 1 22 135 357 10  (D 0,1,1) (S 1,110,110) (S 161,110,107) (S 158,107,106) (S 83,106,107) (S 89,107,112) (S 163,112,110) (S 162,111,110) (S 87,110,111) (D 0,1,1)
0 1 23 109 737 10  (D 0,1,1) (S 58,63,64) (S 99,55,140) (S 129,140,49) (S 54,49,140) (S 174,140,55) (S 130,55,54) (S 55,54,55) (S 56,55,56) (D 0,1,1)
0 1 24 126 1094 11  (D 0,1,1) (S 41,11,33) (S 113,29,28) (S 15,28,28) (S 112,28,27) (S 111,27,25) (S 110,25,24) (S 35,24,25) (S 36,25,27) (S 37,27,28) (D 0,1,1)
0 1 25 141 918 11  (D 0,1,1) (S 66,72,73) (S 141,73,72) (S 123,44,43) (S 122,43,37) (S 47,37,43) (S 51,43,46) (S 68,46,77) (S 143,77,46) (S 126,46,43) (D 0,1,1)
0 1 26 137 748 13  (D 0,1,1) (S 147,82,80) (S 146,80,79) (S 145,79,78) (S 144,78,77) (S 69,77,78) (S 70,78,79) (S 71,79,80) (S 72,80,82) (S 73,82,84) (S 74,84,85) (S 76,86,87) (D 0,1,1)
