656
11
20756000
31119700
0 1 1 12 25 3  (D 0,1,1) (S 3,4,4) (D 0,1,1)
0 1 2 26 53 5  (D 0,1,1) (S 37,4,10) (S 5,6,6) (S 28,3,4) (D 0,1,1)
0 1 3 13 57 4  (D 0,1,1) (S 9,14,14) (S 25,16,17) (D 0,1,1)
0 1 4 27 64 5  (D 0,1,1) (S 34,18,21) (S 12,21,21) (S 11,20,20) (D 0,1,1)
0 1 5 23 47 5  (D 0,1,1) (S 1,2,2) (S 23,4,6) (S 39,10,11) (D 0,1,1)
0 1 6 27 70 6  (D 0,1,1) (S 2,3,3) (S 30,3,6) (S 17,7,11) (S 26,12,19) (D 0,1,1)
0 1 7 27 70 7  (D 0,1,1) (S 31,6,8) (S 6,8,8) (S 15,24,24) (S 13,22,22) (S 14,23,23) (D 0,1,1)
0 1 8 25 71 7  (D 0,1,1) (S 40,14,20) (S 24,18,25) (S 41,25,26) (S 27,26,27) (S 16,27,27) (D 0,1,1)
0 1 9 27 66 7  (D 0,1,1) (S 4,5,5) (S 32,5,9) (S 35,13,15) (S 10,15,15) (S 8,13,13) (D 0,1,1)
0 1 10 25 75 7  (D 0,1,1) (S 18,14,21) (S 22,21,22) (S 19,22,23) (S 29,23,24) (S 38,8,24) (D 0,1,1)
0 1 11 26 58 7  (D 0,1,1) (S 36,2,1) (S 20,1,17) (S 21,15,17) (S 33,1,19) (S 7,12,12) (D 0,1,1)
