656
11
12934200
14154300
0 1 1 23 0 3  (D 0,1,1) (S 1,2,2) (D 0,1,1)
0 1 2 26 67 6  (D 0,1,1) (S 3,4,4) (S 28,4,9) (S 17,7,10) (S 19,4,6) (D 0,1,1)
0 1 3 16 50 5  (D 0,1,1) (S 40,2,3) (S 6,7,7) (S 34,3,11) (D 0,1,1)
0 1 4 27 69 7  (D 0,1,1) (S 14,1,3) (S 2,3,3) (S 21,3,9) (S 12,9,10) (S 9,10,10) (D 0,1,1)
0 1 5 27 70 6  (D 0,1,1) (S 37,6,11) (S 10,11,11) (S 29,3,8) (S 25,8,11) (D 0,1,1)
0 1 6 23 67 7  (D 0,1,1) (S 27,2,5) (S 4,5,5) (S 30,5,10) (S 13,10,11) (S 42,1,4) (D 0,1,1)
0 1 7 24 59 5  (D 0,1,1) (S 31,6,8) (S 7,8,8) (S 39,2,7) (D 0,1,1)
0 1 8 26 60 5  (D 0,1,1) (S 38,8,9) (S 8,9,9) (S 22,7,9) (D 0,1,1)
0 1 9 24 59 6  (D 0,1,1) (S 15,2,6) (S 18,6,7) (S 41,7,8) (S 5,6,6) (D 0,1,1)
0 1 10 27 70 7  (D 0,1,1) (S 35,2,4) (S 23,4,7) (S 33,7,11) (S 36,1,5) (S 11,5,8) (D 0,1,1)
0 1 11 23 85 7  (D 0,1,1) (S 26,6,10) (S 16,3,4) (S 32,5,9) (S 20,9,11) (S 24,3,7) (D 0,1,1)
